HDR;EUR/USD;12.05.2014 08:32:49;12.05.2014 09:51:57;t1;0;0.000100
DAT;12.05.2014 08:33:00;1.376980;1.376980;1.376980;1.376980;1.377220;1.377220;1.377220;1.377220;
DAT;12.05.2014 08:33:00;1.376980;1.376980;1.376980;1.376980;1.377200;1.377200;1.377200;1.377200;
DAT;12.05.2014 08:33:00;1.376970;1.376970;1.376970;1.376970;1.377200;1.377200;1.377200;1.377200;
DAT;12.05.2014 08:33:00;1.376970;1.376970;1.376970;1.376970;1.377180;1.377180;1.377180;1.377180;
DAT;12.05.2014 08:33:01;1.376970;1.376970;1.376970;1.376970;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:01;1.376940;1.376940;1.376940;1.376940;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:01;1.376940;1.376940;1.376940;1.376940;1.377140;1.377140;1.377140;1.377140;
DAT;12.05.2014 08:33:01;1.376940;1.376940;1.376940;1.376940;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:01;1.376930;1.376930;1.376930;1.376930;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:01;1.376920;1.376920;1.376920;1.376920;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:02;1.376930;1.376930;1.376930;1.376930;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:02;1.376920;1.376920;1.376920;1.376920;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:02;1.376930;1.376930;1.376930;1.376930;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:03;1.376920;1.376920;1.376920;1.376920;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:09;1.376930;1.376930;1.376930;1.376930;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:09;1.376920;1.376920;1.376920;1.376920;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:09;1.376930;1.376930;1.376930;1.376930;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:09;1.376940;1.376940;1.376940;1.376940;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:09;1.376930;1.376930;1.376930;1.376930;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:16;1.376920;1.376920;1.376920;1.376920;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:17;1.376930;1.376930;1.376930;1.376930;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:17;1.376970;1.376970;1.376970;1.376970;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:17;1.376970;1.376970;1.376970;1.376970;1.377170;1.377170;1.377170;1.377170;
DAT;12.05.2014 08:33:17;1.376970;1.376970;1.376970;1.376970;1.377180;1.377180;1.377180;1.377180;
DAT;12.05.2014 08:33:17;1.376960;1.376960;1.376960;1.376960;1.377180;1.377180;1.377180;1.377180;
DAT;12.05.2014 08:33:18;1.376950;1.376950;1.376950;1.376950;1.377180;1.377180;1.377180;1.377180;
DAT;12.05.2014 08:33:18;1.376950;1.376950;1.376950;1.376950;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:18;1.376940;1.376940;1.376940;1.376940;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:18;1.376930;1.376930;1.376930;1.376930;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:30;1.376920;1.376920;1.376920;1.376920;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:30;1.376930;1.376930;1.376930;1.376930;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:33;1.376930;1.376930;1.376930;1.376930;1.377170;1.377170;1.377170;1.377170;
DAT;12.05.2014 08:33:34;1.376920;1.376920;1.376920;1.376920;1.377170;1.377170;1.377170;1.377170;
DAT;12.05.2014 08:33:38;1.376920;1.376920;1.376920;1.376920;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:38;1.376910;1.376910;1.376910;1.376910;1.377160;1.377160;1.377160;1.377160;
DAT;12.05.2014 08:33:39;1.376910;1.376910;1.376910;1.376910;1.377150;1.377150;1.377150;1.377150;
DAT;12.05.2014 08:33:39;1.376900;1.376900;1.376900;1.376900;1.377150;1.377150;1.377150;1.377150;
DAT;12.05.2014 08:33:40;1.376910;1.376910;1.376910;1.376910;1.377150;1.377150;1.377150;1.377150;
DAT;12.05.2014 08:33:41;1.376910;1.376910;1.376910;1.376910;1.377140;1.377140;1.377140;1.377140;
DAT;12.05.2014 08:33:41;1.376890;1.376890;1.376890;1.376890;1.377140;1.377140;1.377140;1.377140;
DAT;12.05.2014 08:33:41;1.376890;1.376890;1.376890;1.376890;1.377130;1.377130;1.377130;1.377130;
DAT;12.05.2014 08:33:41;1.376880;1.376880;1.376880;1.376880;1.377130;1.377130;1.377130;1.377130;
DAT;12.05.2014 08:33:41;1.376880;1.376880;1.376880;1.376880;1.377120;1.377120;1.377120;1.377120;
DAT;12.05.2014 08:33:41;1.376890;1.376890;1.376890;1.376890;1.377120;1.377120;1.377120;1.377120;
DAT;12.05.2014 08:33:42;1.376890;1.376890;1.376890;1.376890;1.377130;1.377130;1.377130;1.377130;
DAT;12.05.2014 08:33:42;1.376880;1.376880;1.376880;1.376880;1.377130;1.377130;1.377130;1.377130;
DAT;12.05.2014 08:33:42;1.376870;1.376870;1.376870;1.376870;1.377130;1.377130;1.377130;1.377130;
DAT;12.05.2014 08:33:42;1.376880;1.376880;1.376880;1.376880;1.377130;1.377130;1.377130;1.377130;
DAT;12.05.2014 08:33:42;1.376890;1.376890;1.376890;1.376890;1.377130;1.377130;1.377130;1.377130;
DAT;12.05.2014 08:33:42;1.376880;1.376880;1.376880;1.376880;1.377130;1.377130;1.377130;1.377130;
DAT;12.05.2014 08:33:42;1.376880;1.376880;1.376880;1.376880;1.377120;1.377120;1.377120;1.377120;
DAT;12.05.2014 08:33:42;1.376870;1.376870;1.376870;1.376870;1.377120;1.377120;1.377120;1.377120;
DAT;12.05.2014 08:33:42;1.376870;1.376870;1.376870;1.376870;1.377110;1.377110;1.377110;1.377110;
