HDR;EUR/USD;10.01.2018 21:04:24;10.01.2018 21:16:49;t1;0;0.000100
DAT;10.01.2018 21:16:49;1.19555;1.19555;1.19555;1.19555;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:16:49;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:16:49;1.19554;1.19554;1.19554;1.19554;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:16:49;1.19554;1.19554;1.19554;1.19554;1.19553;1.19553;1.19553;1.19553;
DAT;10.01.2018 21:16:49;1.19557;1.19557;1.19557;1.19557;1.19553;1.19553;1.19553;1.19553;
DAT;10.01.2018 21:16:49;1.19555;1.19555;1.19555;1.19555;1.19553;1.19553;1.19553;1.19553;
DAT;10.01.2018 21:16:49;1.19557;1.19557;1.19557;1.19557;1.19553;1.19553;1.19553;1.19553;
DAT;10.01.2018 21:16:49;1.19556;1.19556;1.19556;1.19556;1.19553;1.19553;1.19553;1.19553;
DAT;10.01.2018 21:16:49;1.19556;1.19556;1.19556;1.19556;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:16:49;1.19556;1.19556;1.19556;1.19556;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:16:49;1.19556;1.19556;1.19556;1.19556;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:16:49;1.19557;1.19557;1.19557;1.19557;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:16:49;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:16:49;1.19558;1.19558;1.19558;1.19558;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:16:45;1.19558;1.19558;1.19558;1.19558;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:16:45;1.19559;1.19559;1.19559;1.19559;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:16:45;1.1956;1.1956;1.1956;1.1956;1.19561;1.19561;1.19561;1.19561;
